,season,market,name,team_code,team_id,alias,division,current_division,wins,losses,ties
7429,1971,Kutztown University of Pennsylvania,,339,63216e40-4e40-42b8-8bd1-2f377246d1e1,,2,,1,21,0
7430,2000,Kutztown University of Pennsylvania,,339,63216e40-4e40-42b8-8bd1-2f377246d1e1,,2,,5,21,0
7431,1990,Kutztown University of Pennsylvania,,339,63216e40-4e40-42b8-8bd1-2f377246d1e1,,2,,5,22,0
7432,2012,Kutztown University of Pennsylvania,,339,63216e40-4e40-42b8-8bd1-2f377246d1e1,,2,,5,23,0
7433,1991,Kutztown University of Pennsylvania,,339,63216e40-4e40-42b8-8bd1-2f377246d1e1,,2,,3,24,0
7434,1998,Kutztown University of Pennsylvania,,339,63216e40-4e40-42b8-8bd1-2f377246d1e1,,2,,1,314,0
7435,2014,Minnesota State University Moorhead,,1240,05dafda2-80e2-45a1-8a73-da51fc2f58bb,,2,,35,4,0
7436,2015,Minnesota State University Moorhead,,1240,05dafda2-80e2-45a1-8a73-da51fc2f58bb,,2,,30,6,0
7437,2016,Minnesota State University Moorhead,,1240,05dafda2-80e2-45a1-8a73-da51fc2f58bb,,2,,24,6,0
7438,1980,Minnesota State University Moorhead,,1240,05dafda2-80e2-45a1-8a73-da51fc2f58bb,,2,,22,7,0
7439,1981,Minnesota State University Moorhead,,1240,05dafda2-80e2-45a1-8a73-da51fc2f58bb,,2,,24,7,0
7440,2013,Minnesota State University Moorhead,,1240,05dafda2-80e2-45a1-8a73-da51fc2f58bb,,2,,21,8,0
7441,1995,Minnesota State University Moorhead,,1240,05dafda2-80e2-45a1-8a73-da51fc2f58bb,,2,,19,8,0
7442,1977,Minnesota State University Moorhead,,1240,05dafda2-80e2-45a1-8a73-da51fc2f58bb,,2,,20,9,0
7443,1976,Minnesota State University Moorhead,,1240,05dafda2-80e2-45a1-8a73-da51fc2f58bb,,2,,19,9,0
7444,1979,Minnesota State University Moorhead,,1240,05dafda2-80e2-45a1-8a73-da51fc2f58bb,,2,,21,9,0
7445,1993,Minnesota State University Moorhead,,1240,05dafda2-80e2-45a1-8a73-da51fc2f58bb,,2,,19,10,0
7446,2002,Minnesota State University Moorhead,,1240,05dafda2-80e2-45a1-8a73-da51fc2f58bb,,2,,19,10,0
7447,1978,Minnesota State University Moorhead,,1240,05dafda2-80e2-45a1-8a73-da51fc2f58bb,,2,,18,10,0
7448,2001,Minnesota State University Moorhead,,1240,05dafda2-80e2-45a1-8a73-da51fc2f58bb,,2,,17,10,0
7449,2011,Minnesota State University Moorhead,,1240,05dafda2-80e2-45a1-8a73-da51fc2f58bb,,2,,21,10,0
7450,2012,Minnesota State University Moorhead,,1240,05dafda2-80e2-45a1-8a73-da51fc2f58bb,,2,,19,11,0
7451,1994,Minnesota State University Moorhead,,1240,05dafda2-80e2-45a1-8a73-da51fc2f58bb,,2,,15,12,0
7452,2005,Minnesota State University Moorhead,,1240,05dafda2-80e2-45a1-8a73-da51fc2f58bb,,2,,16,12,0
7453,2010,Minnesota State University Moorhead,,1240,05dafda2-80e2-45a1-8a73-da51fc2f58bb,,2,,15,12,0
7454,1975,Minnesota State University Moorhead,,1240,05dafda2-80e2-45a1-8a73-da51fc2f58bb,,2,,12,14,0
7455,1973,Minnesota State University Moorhead,,1240,05dafda2-80e2-45a1-8a73-da51fc2f58bb,,2,,12,14,0
7456,2007,Minnesota State University Moorhead,,1240,05dafda2-80e2-45a1-8a73-da51fc2f58bb,,2,,14,14,0
7457,2006,Minnesota State University Moorhead,,1240,05dafda2-80e2-45a1-8a73-da51fc2f58bb,,2,,13,15,0
7458,2008,Minnesota State University Moorhead,,1240,05dafda2-80e2-45a1-8a73-da51fc2f58bb,,2,,9,16,0
7459,2003,Minnesota State University Moorhead,,1240,05dafda2-80e2-45a1-8a73-da51fc2f58bb,,2,,12,16,0
7460,1974,Minnesota State University Moorhead,,1240,05dafda2-80e2-45a1-8a73-da51fc2f58bb,,2,,10,16,0
7461,2009,Minnesota State University Moorhead,,1240,05dafda2-80e2-45a1-8a73-da51fc2f58bb,,2,,10,17,0
7462,2000,Minnesota State University Moorhead,,1240,05dafda2-80e2-45a1-8a73-da51fc2f58bb,,2,,10,17,0
7463,1999,Minnesota State University Moorhead,,1240,05dafda2-80e2-45a1-8a73-da51fc2f58bb,,2,,9,18,0
7464,1997,Minnesota State University Moorhead,,1240,05dafda2-80e2-45a1-8a73-da51fc2f58bb,,2,,8,19,0
7465,1996,Minnesota State University Moorhead,,1240,05dafda2-80e2-45a1-8a73-da51fc2f58bb,,2,,8,19,0
7466,1998,Minnesota State University Moorhead,,1240,05dafda2-80e2-45a1-8a73-da51fc2f58bb,,2,,8,19,0
7467,2004,Minnesota State University Moorhead,,1240,05dafda2-80e2-45a1-8a73-da51fc2f58bb,,2,,8,20,0
7468,2012,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,28,5,0
7469,2009,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,25,5,0
7470,2013,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,30,5,0
7471,2006,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,28,5,0
7472,2010,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,28,5,0
7473,1978,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,23,6,0
7474,2007,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,22,7,0
7475,2005,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,24,7,0
7476,1994,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,19,8,0
7477,2004,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,24,8,0
7478,2014,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,24,8,0
7479,1997,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,19,8,0
7480,1976,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,19,8,0
7481,1988,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,19,9,0
7482,1981,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,18,9,0
7483,1992,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,18,9,0
7484,2008,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,26,9,0
7485,1996,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,17,10,0
7486,1975,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,18,10,0
7487,2003,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,18,10,0
7488,2016,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,21,10,0
7489,2015,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,22,10,0
7490,1989,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,20,10,0
7491,1998,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,16,11,0
7492,2000,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,17,11,0
7493,1991,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,17,11,0
7494,1977,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,14,11,0
7495,1995,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,16,11,0
7496,1984,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,17,11,0
7497,1983,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,16,11,0
7498,1987,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,17,11,0
7499,1999,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,15,12,0
7500,1970,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,14,12,0
7501,1990,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,16,12,0
7502,1979,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,17,12,0
7503,1980,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,14,13,0
7504,2002,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,15,13,0
7505,1993,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,14,13,0
7506,1971,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,12,14,0
7507,1986,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,13,15,0
7508,1973,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,8,16,0
7509,1972,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,9,16,0
7510,1985,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,15,16,0
7511,2001,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,9,17,0
7512,1969,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,7,19,0
7513,1974,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,7,19,0
7514,1982,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,9,19,0
7515,2011,"Minnesota State University, Mankato",,383,a279b561-5c25-4910-85c5-3396a0ac418f,,2,,7,19,0
7516,1929,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,31,0,0
7517,2016,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,35,1,0
7518,1939,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,20,1,0
7519,1931,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,20,2,0
7520,1916,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,6,2,0
7521,1914,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,6,2,0
7522,1945,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,12,3,0
7523,1917,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,6,3,0
7524,2001,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,29,3,0
7525,1936,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,13,4,0
7526,1920,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,3,4,0
7527,1918,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,6,4,0
7528,1923,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,5,5,0
7529,1915,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,7,5,0
7530,1940,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,18,5,0
7531,2003,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,29,5,0
7532,1933,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,8,6,0
7533,1941,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,14,6,0
7534,1937,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,15,6,0
7535,2000,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,25,6,0
7536,2015,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,27,6,0
7537,1930,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,30,6,0
7538,1942,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,18,7,0
7539,1926,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,11,7,0
7540,2006,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,24,7,0
7541,1927,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,12,7,0
7542,1932,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,12,7,0
7543,1922,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,7,7,0
7544,1995,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,19,7,0
7545,1919,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,2,7,0
7546,2011,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,22,7,0
7547,1935,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,11,7,0
7548,2014,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,25,7,0
7549,1997,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,23,7,0
7550,1983,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,24,7,0
7551,1938,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,11,7,0
7552,1925,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,12,7,0
7553,1999,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,21,8,0
7554,1969,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,17,8,0
7555,2007,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,24,8,0
7556,1946,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,8,8,0
7557,1928,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,13,8,0
7558,1960,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,14,8,0
7559,1924,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,10,8,0
7560,1987,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,20,8,0
7561,1934,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,10,8,0
7562,2013,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,24,9,0
7563,2002,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,22,9,0
7564,1959,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,13,9,0
7565,1949,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,15,9,0
7566,1988,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,21,9,0
7567,1993,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,18,10,0
7568,1998,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,19,10,0
7569,1970,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,14,10,0
7570,1986,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,19,10,0
7571,2012,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,21,10,0
7572,1985,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,18,10,0
7573,1981,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,20,10,0
7574,2005,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,22,10,0
7575,1958,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,10,10,0
7576,1951,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,9,10,0
7577,1984,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,17,10,0
7578,1978,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,15,11,0
7579,1950,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,11,11,0
7580,1962,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,12,11,0
7581,1979,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,16,11,0
7582,1982,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,17,11,0
7583,1968,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,11,11,0
7584,2004,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,19,11,0
7585,1954,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,9,11,0
7586,1991,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,16,12,0
7587,1948,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,13,12,0
7588,1967,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,9,12,0
7589,1953,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,8,12,0
7590,1992,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,14,13,0
7591,1965,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,10,13,0
7592,1973,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,12,13,0
7593,1989,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,14,13,0
7594,1952,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,7,13,0
7595,1972,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,12,13,0
7596,1994,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,13,14,0
7597,1980,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,13,14,0
7598,1956,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,4,14,0
7599,1947,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,4,14,0
7600,1977,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,11,15,0
7601,2008,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,12,15,0
7602,1961,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,7,15,0
7603,1955,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,5,15,0
7604,2009,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,12,15,0
7605,1990,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,12,15,0
7606,1921,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,0,15,0
7607,1976,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,11,16,0
7608,1966,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,7,16,0
7609,2010,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,10,16,0
7610,1996,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,11,16,0
7611,1975,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,7,17,0
7612,1957,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,4,17,0
7613,1974,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,6,18,0
7614,1971,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,8,18,0
7615,1963,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,5,18,0
7616,1964,Northwest Missouri State University,,507,481bef58-8bad-47c1-a589-75174be8c5a2,,2,,3,20,0
7617,1998,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,23,4,0
7618,1997,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,24,5,0
7619,1996,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,21,6,0
7620,2005,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,21,6,0
7621,1976,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,17,6,0
7622,2008,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,24,8,0
7623,2007,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,23,8,0
7624,1999,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,19,8,0
7625,2003,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,19,8,0
7626,1994,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,17,9,0
7627,2006,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,21,9,0
7628,2010,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,18,10,0
7629,1978,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,13,11,0
7630,1991,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,16,11,0
7631,1977,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,16,11,0
7632,2016,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,19,11,0
7633,2015,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,18,11,0
7634,1995,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,13,12,0
7635,2009,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,17,12,0
7636,2013,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,13,13,0
7637,2004,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,12,13,0
7638,2012,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,15,13,0
7639,2000,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,13,14,0
7640,2011,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,15,14,0
7641,1986,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,10,14,0
7642,2014,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,12,15,0
7643,1993,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,12,15,0
7644,2001,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,12,15,0
7645,1981,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,9,15,0
7646,1987,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,11,16,0
7647,2002,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,11,16,0
7648,1979,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,10,16,0
7649,1984,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,9,17,0
7650,1989,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,8,17,0
7651,1980,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,9,17,0
7652,1992,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,8,18,0
7653,1982,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,7,18,0
7654,1983,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,8,18,0
7655,1990,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,9,18,0
7656,1985,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,9,19,0
7657,1988,"University of Pittsburgh, Johnstown",,546,c150afa6-0cbd-449b-9db3-531fe0050cc4,,2,,2,25,0
7658,1944,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,10,3,0
7659,1943,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,11,3,0
7660,1938,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,8,3,0
7661,1961,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,16,3,0
7662,1939,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,10,4,0
7663,1933,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,8,4,0
7664,1951,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,12,4,0
7665,1940,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,10,4,0
7666,1941,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,8,4,0
7667,1960,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,12,4,0
