,season,market,name,team_code,team_id,alias,division,current_division,wins,losses,ties
7668,1962,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,17,4,0
7669,1954,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,13,4,0
7670,1935,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,9,5,0
7671,1988,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,27,5,0
7672,1972,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,20,5,0
7673,1973,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,22,6,0
7674,1963,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,13,6,0
7675,1955,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,11,6,0
7676,1967,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,13,7,0
7677,1971,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,18,7,0
7678,1950,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,9,7,0
7679,1980,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,23,7,0
7680,1953,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,9,7,0
7681,1995,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,21,7,0
7682,1952,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,11,7,0
7683,1936,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,9,7,0
7684,1957,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,10,7,0
7685,1976,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,17,7,0
7686,1949,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,12,7,0
7687,1981,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,24,7,0
7688,1956,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,9,8,0
7689,1993,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,18,8,0
7690,1966,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,12,8,0
7691,1998,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,21,8,0
7692,2000,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,20,8,0
7693,1989,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,19,8,0
7694,1958,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,9,8,0
7695,1948,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,8,8,0
7696,1969,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,15,8,0
7697,1932,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,6,8,0
7698,1994,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,18,9,0
7699,1934,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,6,9,0
7700,1990,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,19,9,0
7701,1997,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,19,9,0
7702,2011,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,19,9,0
7703,1970,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,11,9,0
7704,1999,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,19,9,0
7705,1945,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,4,9,0
7706,1937,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,6,9,0
7707,1947,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,10,9,0
7708,1987,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,18,9,0
7709,1975,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,13,10,0
7710,1982,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,23,10,0
7711,1968,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,12,10,0
7712,1977,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,14,10,0
7713,1946,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,7,10,0
7714,1992,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,17,10,0
7715,2015,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,17,10,0
7716,1959,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,7,10,0
7717,1974,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,14,10,0
7718,1996,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,16,11,0
7719,1983,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,19,11,0
7720,1986,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,17,11,0
7721,1985,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,15,11,0
7722,1965,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,8,11,0
7723,1984,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,15,12,0
7724,2013,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,16,12,0
7725,2016,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,15,12,0
7726,1978,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,13,12,0
7727,1964,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,7,13,0
7728,1979,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,14,13,0
7729,2006,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,13,14,0
7730,2009,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,12,14,0
7731,2001,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,14,14,0
7732,1991,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,12,15,0
7733,2010,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,11,15,0
7734,2014,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,10,16,0
7735,2007,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,8,19,0
7736,2012,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,8,19,0
7737,2002,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,6,20,0
7738,2003,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,6,21,0
7739,2005,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,6,21,0
7740,2004,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,6,21,0
7741,2008,Bloomsburg University of Pennsylvania,,65,46fe647e-2e09-41c4-b811-d22552dd183b,,2,,4,23,0
7742,1991,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,31,2,0
7743,1969,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,20,5,0
7744,1993,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,25,5,0
7745,1997,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,23,5,0
7746,1998,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,24,6,0
7747,2007,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,28,6,0
7748,1995,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,27,6,0
7749,1992,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,23,6,0
7750,1987,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,25,6,0
7751,2001,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,23,6,0
7752,2003,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,23,7,0
7753,1999,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,23,7,0
7754,2006,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,24,7,0
7755,1994,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,23,7,0
7756,1990,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,21,7,0
7757,1965,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,16,8,0
7758,2002,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,25,9,0
7759,1970,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,11,9,0
7760,1971,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,13,9,0
7761,2000,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,17,9,0
7762,1963,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,9,10,0
7763,1978,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,10,10,0
7764,1988,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,17,10,0
7765,1966,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,16,10,0
7766,1968,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,11,10,0
7767,1983,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,19,10,0
7768,1989,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,18,10,0
7769,1964,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,12,11,0
7770,1972,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,11,11,0
7771,2005,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,17,11,0
7772,1976,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,4,11,0
7773,1996,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,17,11,0
7774,2009,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,18,11,0
7775,1977,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,17,11,0
7776,1967,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,8,12,0
7777,1975,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,10,12,0
7778,2010,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,15,12,0
7779,1986,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,17,12,0
7780,2011,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,17,12,0
7781,2008,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,13,13,0
7782,1984,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,17,13,0
7783,1982,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,12,13,0
7784,2004,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,14,13,0
7785,1981,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,10,14,0
7786,1962,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,6,14,0
7787,2014,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,14,14,0
7788,1974,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,5,15,0
7789,2012,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,12,15,0
7790,1973,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,3,16,0
7791,2013,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,11,16,0
7792,1979,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,8,17,0
7793,1980,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,7,18,0
7794,2016,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,10,18,0
7795,1985,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,7,19,0
7796,2015,California University of Pennsylvania,,106,fcea2ce1-7add-42ae-9fdc-55bd77c929f6,,2,,7,21,0
7797,1988,Lock Haven University of Pennsylvania,,360,a74c5e28-bd21-4b6e-b838-2dc40be3ed90,,2,,23,7,0
7798,1989,Lock Haven University of Pennsylvania,,360,a74c5e28-bd21-4b6e-b838-2dc40be3ed90,,2,,22,7,0
7799,1986,Lock Haven University of Pennsylvania,,360,a74c5e28-bd21-4b6e-b838-2dc40be3ed90,,2,,22,9,0
7800,2013,Lock Haven University of Pennsylvania,,360,a74c5e28-bd21-4b6e-b838-2dc40be3ed90,,2,,17,10,0
7801,1987,Lock Haven University of Pennsylvania,,360,a74c5e28-bd21-4b6e-b838-2dc40be3ed90,,2,,18,11,0
7802,1980,Lock Haven University of Pennsylvania,,360,a74c5e28-bd21-4b6e-b838-2dc40be3ed90,,2,,14,12,0
7803,1992,Lock Haven University of Pennsylvania,,360,a74c5e28-bd21-4b6e-b838-2dc40be3ed90,,2,,14,12,0
7804,1985,Lock Haven University of Pennsylvania,,360,a74c5e28-bd21-4b6e-b838-2dc40be3ed90,,2,,15,12,0
7805,1995,Lock Haven University of Pennsylvania,,360,a74c5e28-bd21-4b6e-b838-2dc40be3ed90,,2,,13,13,0
7806,1994,Lock Haven University of Pennsylvania,,360,a74c5e28-bd21-4b6e-b838-2dc40be3ed90,,2,,13,13,0
7807,1991,Lock Haven University of Pennsylvania,,360,a74c5e28-bd21-4b6e-b838-2dc40be3ed90,,2,,13,14,0
7808,2016,Lock Haven University of Pennsylvania,,360,a74c5e28-bd21-4b6e-b838-2dc40be3ed90,,2,,13,14,0
7809,2000,Lock Haven University of Pennsylvania,,360,a74c5e28-bd21-4b6e-b838-2dc40be3ed90,,2,,11,15,0
7810,2006,Lock Haven University of Pennsylvania,,360,a74c5e28-bd21-4b6e-b838-2dc40be3ed90,,2,,12,15,0
7811,1990,Lock Haven University of Pennsylvania,,360,a74c5e28-bd21-4b6e-b838-2dc40be3ed90,,2,,12,15,0
7812,2015,Lock Haven University of Pennsylvania,,360,a74c5e28-bd21-4b6e-b838-2dc40be3ed90,,2,,12,15,0
7813,2002,Lock Haven University of Pennsylvania,,360,a74c5e28-bd21-4b6e-b838-2dc40be3ed90,,2,,10,17,0
7814,1993,Lock Haven University of Pennsylvania,,360,a74c5e28-bd21-4b6e-b838-2dc40be3ed90,,2,,8,17,0
7815,2014,Lock Haven University of Pennsylvania,,360,a74c5e28-bd21-4b6e-b838-2dc40be3ed90,,2,,10,17,0
7816,2001,Lock Haven University of Pennsylvania,,360,a74c5e28-bd21-4b6e-b838-2dc40be3ed90,,2,,8,18,0
7817,1981,Lock Haven University of Pennsylvania,,360,a74c5e28-bd21-4b6e-b838-2dc40be3ed90,,2,,6,18,0
7818,2012,Lock Haven University of Pennsylvania,,360,a74c5e28-bd21-4b6e-b838-2dc40be3ed90,,2,,6,19,0
7819,2009,Lock Haven University of Pennsylvania,,360,a74c5e28-bd21-4b6e-b838-2dc40be3ed90,,2,,6,19,0
7820,1999,Lock Haven University of Pennsylvania,,360,a74c5e28-bd21-4b6e-b838-2dc40be3ed90,,2,,6,20,0
7821,1984,Lock Haven University of Pennsylvania,,360,a74c5e28-bd21-4b6e-b838-2dc40be3ed90,,2,,5,20,0
7822,1998,Lock Haven University of Pennsylvania,,360,a74c5e28-bd21-4b6e-b838-2dc40be3ed90,,2,,6,20,0
7823,1996,Lock Haven University of Pennsylvania,,360,a74c5e28-bd21-4b6e-b838-2dc40be3ed90,,2,,6,20,0
7824,1997,Lock Haven University of Pennsylvania,,360,a74c5e28-bd21-4b6e-b838-2dc40be3ed90,,2,,4,22,0
7825,2008,Lock Haven University of Pennsylvania,,360,a74c5e28-bd21-4b6e-b838-2dc40be3ed90,,2,,5,22,0
7826,1983,Lock Haven University of Pennsylvania,,360,a74c5e28-bd21-4b6e-b838-2dc40be3ed90,,2,,3,23,0
7827,2005,Lock Haven University of Pennsylvania,,360,a74c5e28-bd21-4b6e-b838-2dc40be3ed90,,2,,4,23,0
7828,1982,Lock Haven University of Pennsylvania,,360,a74c5e28-bd21-4b6e-b838-2dc40be3ed90,,2,,4,23,0
7829,2004,Lock Haven University of Pennsylvania,,360,a74c5e28-bd21-4b6e-b838-2dc40be3ed90,,2,,4,23,0
7830,2003,Lock Haven University of Pennsylvania,,360,a74c5e28-bd21-4b6e-b838-2dc40be3ed90,,2,,4,23,0
7831,2007,Lock Haven University of Pennsylvania,,360,a74c5e28-bd21-4b6e-b838-2dc40be3ed90,,2,,2,24,0
7832,2010,Lock Haven University of Pennsylvania,,360,a74c5e28-bd21-4b6e-b838-2dc40be3ed90,,2,,1,24,0
7833,2011,Lock Haven University of Pennsylvania,,360,a74c5e28-bd21-4b6e-b838-2dc40be3ed90,,2,,0,25,0
7834,2013,Southern Connecticut State University,,658,00397626-c822-4979-87a1-9de439b7abdc,,2,,30,3,0
7835,1999,Southern Connecticut State University,,658,00397626-c822-4979-87a1-9de439b7abdc,,2,,25,4,0
7836,1996,Southern Connecticut State University,,658,00397626-c822-4979-87a1-9de439b7abdc,,2,,28,4,0
7837,2014,Southern Connecticut State University,,658,00397626-c822-4979-87a1-9de439b7abdc,,2,,24,8,0
7838,2015,Southern Connecticut State University,,658,00397626-c822-4979-87a1-9de439b7abdc,,2,,22,8,0
7839,1981,Southern Connecticut State University,,658,00397626-c822-4979-87a1-9de439b7abdc,,2,,22,8,0
7840,1982,Southern Connecticut State University,,658,00397626-c822-4979-87a1-9de439b7abdc,,2,,23,9,0
7841,2012,Southern Connecticut State University,,658,00397626-c822-4979-87a1-9de439b7abdc,,2,,17,10,0
7842,1991,Southern Connecticut State University,,658,00397626-c822-4979-87a1-9de439b7abdc,,2,,20,11,0
7843,1979,Southern Connecticut State University,,658,00397626-c822-4979-87a1-9de439b7abdc,,2,,15,12,0
7844,1995,Southern Connecticut State University,,658,00397626-c822-4979-87a1-9de439b7abdc,,2,,17,12,0
7845,2016,Southern Connecticut State University,,658,00397626-c822-4979-87a1-9de439b7abdc,,2,,18,13,0
7846,1993,Southern Connecticut State University,,658,00397626-c822-4979-87a1-9de439b7abdc,,2,,13,13,0
7847,1990,Southern Connecticut State University,,658,00397626-c822-4979-87a1-9de439b7abdc,,2,,15,13,0
7848,2000,Southern Connecticut State University,,658,00397626-c822-4979-87a1-9de439b7abdc,,2,,14,13,0
7849,1997,Southern Connecticut State University,,658,00397626-c822-4979-87a1-9de439b7abdc,,2,,18,13,0
7850,2011,Southern Connecticut State University,,658,00397626-c822-4979-87a1-9de439b7abdc,,2,,14,13,0
7851,2001,Southern Connecticut State University,,658,00397626-c822-4979-87a1-9de439b7abdc,,2,,14,13,0
7852,1998,Southern Connecticut State University,,658,00397626-c822-4979-87a1-9de439b7abdc,,2,,14,14,0
7853,1992,Southern Connecticut State University,,658,00397626-c822-4979-87a1-9de439b7abdc,,2,,14,14,0
7854,1983,Southern Connecticut State University,,658,00397626-c822-4979-87a1-9de439b7abdc,,2,,14,14,0
7855,1994,Southern Connecticut State University,,658,00397626-c822-4979-87a1-9de439b7abdc,,2,,13,14,0
7856,2010,Southern Connecticut State University,,658,00397626-c822-4979-87a1-9de439b7abdc,,2,,12,15,0
7857,1980,Southern Connecticut State University,,658,00397626-c822-4979-87a1-9de439b7abdc,,2,,11,16,0
7858,1984,Southern Connecticut State University,,658,00397626-c822-4979-87a1-9de439b7abdc,,2,,12,16,0
7859,1978,Southern Connecticut State University,,658,00397626-c822-4979-87a1-9de439b7abdc,,2,,8,17,0
7860,2002,Southern Connecticut State University,,658,00397626-c822-4979-87a1-9de439b7abdc,,2,,9,18,0
7861,1987,Southern Connecticut State University,,658,00397626-c822-4979-87a1-9de439b7abdc,,2,,9,19,0
7862,1988,Southern Connecticut State University,,658,00397626-c822-4979-87a1-9de439b7abdc,,2,,9,19,0
7863,1985,Southern Connecticut State University,,658,00397626-c822-4979-87a1-9de439b7abdc,,2,,9,19,0
7864,2006,Southern Connecticut State University,,658,00397626-c822-4979-87a1-9de439b7abdc,,2,,7,20,0
7865,2007,Southern Connecticut State University,,658,00397626-c822-4979-87a1-9de439b7abdc,,2,,7,20,0
7866,2004,Southern Connecticut State University,,658,00397626-c822-4979-87a1-9de439b7abdc,,2,,6,21,0
7867,2005,Southern Connecticut State University,,658,00397626-c822-4979-87a1-9de439b7abdc,,2,,5,22,0
7868,1989,Southern Connecticut State University,,658,00397626-c822-4979-87a1-9de439b7abdc,,2,,8,22,0
7869,2003,Southern Connecticut State University,,658,00397626-c822-4979-87a1-9de439b7abdc,,2,,5,22,0
7870,1986,Southern Connecticut State University,,658,00397626-c822-4979-87a1-9de439b7abdc,,2,,3,24,0
7871,2008,Southern Connecticut State University,,658,00397626-c822-4979-87a1-9de439b7abdc,,2,,2,25,0
7872,2009,Southern Connecticut State University,,658,00397626-c822-4979-87a1-9de439b7abdc,,2,,2,25,0
7873,1991,University of the District of Columbia,,186,a4306d7c-2113-496c-9688-98f82d2b120a,,2,,0,0,0
7874,1992,University of the District of Columbia,,186,a4306d7c-2113-496c-9688-98f82d2b120a,,2,,0,0,0
7875,1977,University of the District of Columbia,,186,a4306d7c-2113-496c-9688-98f82d2b120a,,2,,0,0,0
7876,1978,University of the District of Columbia,,186,a4306d7c-2113-496c-9688-98f82d2b120a,,2,,0,0,0
