,season,scheduled_date,attendance,market,name,team_code,team_id,alias,current_division,points_game,win,opp_market,opp_name,opp_code,opp_id,opp_alias,opp_current_division,opp_points_game
5127,1997,,,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,50,False,University of Richmond,Spiders,575,9b66e1e0-aace-4671-9be2-54c8acf5ecfc,RICH,D1,81
5128,2012,17-NOV-12 12:00 AM,1107.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,64,True,Coppin State University,Eagles,165,5f9a90a2-3926-404e-8c8a-d9f22ad6907d,COPP,D1,61
5129,2004,04-DEC-04 12:00 AM,393.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,69,False,Gardner-Webb University,Runnin' Bulldogs,1092,79871449-f5a1-4650-b3cf-85b78fd6943e,WEBB,D1,76
5130,2004,26-FEB-05 12:00 AM,4412.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,76,False,Gardner-Webb University,Runnin' Bulldogs,1092,79871449-f5a1-4650-b3cf-85b78fd6943e,WEBB,D1,91
5131,2003,28-FEB-04 12:00 AM,492.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,65,False,Gardner-Webb University,Runnin' Bulldogs,1092,79871449-f5a1-4650-b3cf-85b78fd6943e,WEBB,D1,67
5132,2002,04-FEB-03 12:00 AM,1256.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,59,True,Gardner-Webb University,Runnin' Bulldogs,1092,79871449-f5a1-4650-b3cf-85b78fd6943e,WEBB,D1,57
5133,2005,04-FEB-06 12:00 AM,1294.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,77,True,Gardner-Webb University,Runnin' Bulldogs,1092,79871449-f5a1-4650-b3cf-85b78fd6943e,WEBB,D1,63
5134,2003,15-DEC-03 12:00 AM,989.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,95,True,Gardner-Webb University,Runnin' Bulldogs,1092,79871449-f5a1-4650-b3cf-85b78fd6943e,WEBB,D1,75
5135,2005,15-JAN-06 12:00 AM,1400.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,72,True,Gardner-Webb University,Runnin' Bulldogs,1092,79871449-f5a1-4650-b3cf-85b78fd6943e,WEBB,D1,51
5136,2010,27-NOV-10 12:00 AM,3907.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,51,False,George Mason University,Patriots,248,e76479d0-a768-46d2-89bf-7b9dae12bec8,GMU,D1,66
